receiveTime,stationID,doseRate,errorFlag
18/02/15 13:00,3,19267.9,0
18/02/15 13:00,4,32483.3,0
18/02/15 14:00,1,31453.4,0
18/02/15 14:00,2,36566.1,0
18/02/15 14:00,3,7001.5,0
18/02/15 14:00,4,3542.62,0
18/02/15 15:00,1,41427.2,0
18/02/15 15:00,2,15576.1,0
18/02/15 15:00,3,17719.3,0
18/02/15 15:00,4,7524.27,0
18/02/15 16:00,1,0.00023,0
18/02/15 16:00,2,31106.4,0
18/02/15 16:00,3,26379.8,0
18/02/15 16:00,4,9554.29,0
18/02/15 17:00,1,18202.5,0
18/02/15 17:00,2,30800.5,0
18/02/15 17:00,3,7299.86,0
18/02/15 17:00,4,15381.9,0
18/02/15 18:00,1,34273.9,0
18/02/15 18:00,2,26210.9,0
18/02/15 18:00,3,29375.7,0
18/02/15 18:00,4,2460.51,0
18/02/15 19:00,1,11989.5,0
18/02/15 19:00,2,523.712,0
18/02/15 19:00,3,19614.3,0
18/02/15 19:00,4,36499.9,0
18/02/15 20:00,1,30457.8,0
18/02/15 20:00,2,13822.8,0
18/02/15 20:00,3,33927.6,0
18/02/15 20:00,4,4823.93,0
18/02/15 21:00,1,1054.41,0
18/02/15 21:00,2,17253.3,0
18/02/15 21:00,3,18707.9,0
18/02/15 21:00,4,7538.62,0
18/02/15 22:00,1,42511.4,0
18/02/15 22:00,2,17812,0
18/02/15 22:00,3,12882,0
18/02/15 22:00,4,41499.9,0
18/02/15 23:00,1,21737.5,0
18/02/15 23:00,2,14493.4,0
18/02/15 23:00,3,3459.66,0
18/02/15 23:00,4,36979.1,0
19/02/15 00:00,1,27220,0
19/02/15 00:00,2,12568.9,0
19/02/15 00:00,3,36779.7,0
19/02/15 00:00,4,27347.4,0
19/02/15 01:00,1,16784.9,0
19/02/15 01:00,2,29837.4,0
19/02/15 01:00,3,29298.7,0
19/02/15 01:00,4,30440.2,0
19/02/15 02:00,1,14027.6,0
19/02/15 02:00,2,35512.2,0
19/02/15 02:00,3,33088.3,0
19/02/15 02:00,4,8419.06,0
19/02/15 03:00,1,33966.5,0
19/02/15 03:00,2,11245.7,0
19/02/15 03:00,3,36818.6,0
19/02/15 03:00,4,39996.8,0
19/02/15 04:00,1,42023.8,0
19/02/15 04:00,2,8984.23,0
19/02/15 04:00,3,7234.82,0
19/02/15 04:00,4,13653.7,0
19/02/15 05:00,1,22509.2,0
19/02/15 05:00,2,4143.66,0
19/02/15 05:00,3,4995.59,0
19/02/15 05:00,4,14673.7,0
19/02/15 06:00,1,19091.3,0
19/02/15 06:00,2,15923.6,0
19/02/15 06:00,3,1876.97,0
19/02/15 06:00,4,21199.3,0
19/02/15 07:00,1,19695.4,0
19/02/15 07:00,2,30912.7,0
19/02/15 07:00,3,12455.1,0
19/02/15 07:00,4,34319.6,0
19/02/15 08:00,1,23618.4,0
19/02/15 08:00,2,27185,0
19/02/15 08:00,3,26909.6,0
19/02/15 08:00,4,17336.3,0
19/02/15 09:00,1,13793,0
19/02/15 09:00,2,23551.8,0
19/02/15 09:00,3,12640.3,0
19/02/15 09:00,4,20513.6,0
19/02/15 10:00,1,6552.23,0
19/02/15 10:00,2,31021.1,0
19/02/15 10:00,3,40929.3,0
19/02/15 10:00,4,18982.5,0
19/02/15 11:00,1,355.049,0
19/02/15 11:00,2,33837.4,0
19/02/15 11:00,3,19648.9,0
19/02/15 11:00,4,4246.48,0
19/02/15 12:00,1,33675.2,0
19/02/15 12:00,2,20123.9,0
19/02/15 12:00,3,4964.51,0
19/02/15 12:00,4,38689.9,0
19/02/15 13:00,1,35338.6,0
19/02/15 13:00,2,34867,0
19/02/15 13:00,3,3385.28,0
19/02/15 13:00,4,9694.31,0
19/02/15 14:00,1,24759.3,0
19/02/15 14:00,2,8911.28,0
19/02/15 14:00,3,19639.8,0
19/02/15 14:00,4,7781.76,0
19/02/15 15:00,1,23529.3,0
19/02/15 15:00,2,27310.3,0
19/02/15 15:00,3,42041.3,0
19/02/15 15:00,4,17655,0
19/02/15 16:00,1,9475.34,0
19/02/15 16:00,2,9198.12,0
19/02/15 16:00,3,20731.3,0
19/02/15 16:00,4,7711.51,0
19/02/15 17:00,1,11217.3,0
19/02/15 17:00,2,14870.6,0
19/02/15 17:00,3,15523.4,0
19/02/15 17:00,4,30573.2,0
19/02/15 18:00,1,41951,0
19/02/15 18:00,2,27959.4,0
19/02/15 18:00,3,22463.9,0
19/02/15 18:00,4,39040.1,0
19/02/15 19:00,1,8918.66,0
19/02/15 19:00,2,10846.6,0
19/02/15 19:00,3,29404.7,0
19/02/15 19:00,4,37106,0
19/02/15 20:00,1,6643.94,0
19/02/15 20:00,2,40350.4,0
19/02/15 20:00,3,12917.7,0
19/02/15 20:00,4,10055.2,0
19/02/15 21:00,1,3017.25,0
19/02/15 21:00,2,24793.8,0
19/02/15 21:00,3,23742.9,0
19/02/15 21:00,4,28894.5,0
19/02/15 22:00,1,40481.9,0
19/02/15 22:00,2,22028.5,0
19/02/15 22:00,3,34208.9,0
19/02/15 22:00,4,29002.6,0
19/02/15 23:00,1,11856.7,0
19/02/15 23:00,2,23599.5,0
19/02/15 23:00,3,6786.17,0
19/02/15 23:00,4,33300.9,0
20/02/15 00:00,1,28095.8,0
20/02/15 00:00,2,39917.2,0
20/02/15 00:00,3,12137.9,0
20/02/15 00:00,4,6894.96,0
20/02/15 01:00,1,19364.6,0
20/02/15 01:00,2,41803.5,0
20/02/15 01:00,3,33211,0
20/02/15 01:00,4,35336.2,0
20/02/15 02:00,1,29164.7,0
20/02/15 02:00,2,5514.4,0
20/02/15 02:00,3,6371.87,0
20/02/15 02:00,4,8038.52,0
20/02/15 03:00,1,36250.1,0
20/02/15 03:00,2,29190.2,0
20/02/15 03:00,3,36914.9,0
20/02/15 03:00,4,6504.36,0
20/02/15 04:00,1,39723.6,0
20/02/15 04:00,2,32536.9,0
20/02/15 04:00,3,42740.7,0
20/02/15 04:00,4,8286.59,0
20/02/15 05:00,1,41950.5,0
20/02/15 05:00,2,11891.5,0
20/02/15 05:00,3,7392.99,0
20/02/15 05:00,4,13006.6,0
20/02/15 06:00,1,10050.7,0
20/02/15 06:00,2,19005.5,0
20/02/15 06:00,3,13498.6,0
20/02/15 06:00,4,746.787,0
20/02/15 07:00,1,28156.5,0
20/02/15 07:00,2,39333.7,0
20/02/15 07:00,3,18137.5,0
20/02/15 07:00,4,25978.9,0
20/02/15 08:00,1,15020.3,0
20/02/15 08:00,2,17945.2,0
20/02/15 08:00,3,8376.56,0
20/02/15 08:00,4,14431.6,0
20/02/15 09:00,1,31978.3,0
20/02/15 09:00,2,29904.2,0
20/02/15 09:00,3,38866.9,0
20/02/15 09:00,4,40389.4,0
20/02/15 10:00,1,42907.1,0
20/02/15 10:00,2,20126.9,0
20/02/15 10:00,3,18837.7,0
20/02/15 10:00,4,36219.4,0
20/02/15 11:00,1,12033.7,0
20/02/15 11:00,2,27373.8,0
20/02/15 11:00,3,8113,0
20/02/15 11:00,4,24015.8,0
20/02/15 12:00,1,14275.6,0
20/02/15 12:00,2,38312.7,0
20/02/15 12:00,3,27557.8,0
20/02/15 12:00,4,1477,0
20/02/15 13:00,1,34083.7,0
20/02/15 13:00,2,9129.66,0
20/02/15 13:00,3,21084.9,0
20/02/15 13:00,4,26669.1,0
20/02/15 14:00,1,3713.42,0
20/02/15 14:00,2,448.429,0
20/02/15 14:00,3,23743.6,0
20/02/15 14:00,4,20972.7,0
20/02/15 15:00,1,21500,0
20/02/15 15:00,2,12252.5,0
20/02/15 15:00,3,3666.67,0
20/02/15 15:00,4,29610.9,0
20/02/15 16:00,1,31481,0
20/02/15 16:00,2,14014.1,0
20/02/15 16:00,3,27772.9,0
20/02/15 16:00,4,30255.8,0
20/02/15 17:00,1,18091.9,0
20/02/15 17:00,2,27146,0
20/02/15 17:00,3,22239.2,0
20/02/15 17:00,4,7714.96,0
20/02/15 18:00,1,17468.5,0
20/02/15 18:00,2,3100.56,0
20/02/15 18:00,3,790.298,0
20/02/15 18:00,4,3130.65,0
20/02/15 19:00,1,40225.6,0
20/02/15 19:00,2,29344.8,0
20/02/15 19:00,3,29611,0
20/02/15 19:00,4,32997.3,0
20/02/15 20:00,1,5774.16,0
20/02/15 20:00,2,14249.2,0
20/02/15 20:00,3,40100,0
20/02/15 20:00,4,40427.7,0
20/02/15 21:00,1,5376.69,0
20/02/15 21:00,2,6632.02,0
20/02/15 21:00,3,22954.1,0
20/02/15 21:00,4,41653.6,0
20/02/15 22:00,1,7239.97,0
20/02/15 22:00,2,40715.2,0
20/02/15 22:00,3,32279.4,0
20/02/15 22:00,4,41021.5,0
20/02/15 23:00,1,3269.85,0
20/02/15 23:00,2,26706.5,0
20/02/15 23:00,3,20174.2,0
20/02/15 23:00,4,17980.1,0
21/02/15 00:00,1,15378,0
21/02/15 00:00,2,6145.34,0
21/02/15 00:00,3,37968.7,0
21/02/15 00:00,4,31086.9,0
21/02/15 01:00,1,1511.59,0
21/02/15 01:00,2,16224.4,0
21/02/15 01:00,3,24133.4,0
21/02/15 01:00,4,30381.3,0
21/02/15 02:00,1,19167.3,0
21/02/15 02:00,2,38206.8,0
21/02/15 02:00,3,30917.6,0
21/02/15 02:00,4,39764.6,0
21/02/15 03:00,1,6977.69,0
21/02/15 03:00,2,21563.2,0
21/02/15 03:00,3,26636.7,0
21/02/15 03:00,4,9648.92,0
21/02/15 04:00,1,3019.84,0
21/02/15 04:00,2,22890.7,0
21/02/15 04:00,3,13090.8,0
21/02/15 04:00,4,40196.6,0
21/02/15 05:00,1,37527.4,0
21/02/15 05:00,2,26106.6,0
21/02/15 05:00,3,8994.73,0
21/02/15 05:00,4,32651,0
21/02/15 06:00,1,41596.6,0
21/02/15 06:00,2,32310.9,0
21/02/15 06:00,3,10132.9,0
21/02/15 06:00,4,900.371,0
21/02/15 07:00,1,23092.4,0
21/02/15 07:00,2,35349.5,0
21/02/15 07:00,3,25673.7,0
21/02/15 07:00,4,23896.1,0
21/02/15 08:00,1,21437.3,0
21/02/15 08:00,2,37246.2,0
21/02/15 08:00,3,10056.4,0
21/02/15 08:00,4,16426.7,0
21/02/15 09:00,1,27677.4,0
21/02/15 09:00,2,2985.13,0
21/02/15 09:00,3,2957.4,0
21/02/15 09:00,4,11143.1,0
21/02/15 10:00,1,32286.6,0
21/02/15 10:00,2,22149.3,0
21/02/15 10:00,3,8633.06,0
21/02/15 10:00,4,20928.4,0
21/02/15 11:00,1,20751.6,0
21/02/15 11:00,2,7423.9,0
21/02/15 11:00,3,8562.53,0
21/02/15 11:00,4,39653.4,0
21/02/15 12:00,1,17802.5,0
21/02/15 12:00,2,27609.5,0
21/02/15 12:00,3,42040.8,0
21/02/15 12:00,4,6713.96,0
21/02/15 13:00,1,22633.4,0
21/02/15 13:00,2,28268.4,0
21/02/15 13:00,3,34517.7,0
21/02/15 13:00,4,28382.5,0
21/02/15 14:00,1,12115.1,0
21/02/15 14:00,2,30915.7,0
21/02/15 14:00,3,19770.9,0
21/02/15 14:00,4,6395.28,0
21/02/15 15:00,1,26486.7,0
21/02/15 15:00,2,32335.6,0
21/02/15 15:00,3,22038.3,0
21/02/15 15:00,4,37866.6,0
21/02/15 16:00,1,7664.38,0
21/02/15 16:00,2,35487,0
21/02/15 16:00,3,26041.4,0
21/02/15 16:00,4,17662.5,0
21/02/15 17:00,1,36091.8,0
21/02/15 17:00,2,39636.2,0
21/02/15 17:00,3,38744.7,0
21/02/15 17:00,4,37738,0
21/02/15 18:00,1,15469.8,0
21/02/15 18:00,2,4206.79,0
21/02/15 18:00,3,29329.6,0
21/02/15 18:00,4,42663.5,0
21/02/15 19:00,1,12048.9,0
21/02/15 19:00,2,23851.3,0
21/02/15 19:00,3,36761.2,0
21/02/15 19:00,4,41468.6,0
21/02/15 20:00,1,3801.91,0
21/02/15 20:00,2,28766.3,0
21/02/15 20:00,3,5000.56,0
21/02/15 20:00,4,17385,0
21/02/15 21:00,1,6745.77,0
21/02/15 21:00,2,31249.8,0
21/02/15 21:00,3,21857.5,0
21/02/15 21:00,4,47.1696,0
21/02/15 22:00,1,8053.15,0
21/02/15 22:00,2,34201.4,0
21/02/15 22:00,3,26690.7,0
21/02/15 22:00,4,16229.8,0
21/02/15 23:00,1,6398.6,0
21/02/15 23:00,2,24980.5,0
21/02/15 23:00,3,9758.1,0
21/02/15 23:00,4,7294.88,0
22/02/15 00:00,1,35483.8,0
22/02/15 00:00,2,31413.3,0
22/02/15 00:00,3,13484.1,0
22/02/15 00:00,4,7453.4,0
22/02/15 01:00,1,7243.66,0
22/02/15 01:00,2,30551.3,0
22/02/15 01:00,3,17871.3,0
22/02/15 01:00,4,41383,0
22/02/15 02:00,1,33023.2,0
22/02/15 02:00,2,40057.6,0
22/02/15 02:00,3,3449.84,0
22/02/15 02:00,4,32001.4,0
22/02/15 03:00,1,3903.04,0
22/02/15 03:00,2,13685.4,0
22/02/15 03:00,3,33554,0
22/02/15 03:00,4,20831.7,0
22/02/15 04:00,1,34646.5,0
22/02/15 04:00,2,28353.6,0
22/02/15 04:00,3,5181.62,0
22/02/15 04:00,4,21890.4,0
22/02/15 05:00,1,21860.9,0
22/02/15 05:00,2,29003,0
22/02/15 05:00,3,11213.3,0
22/02/15 05:00,4,13684.5,0
22/02/15 06:00,1,17639,0
22/02/15 06:00,2,38177.1,0
22/02/15 06:00,3,37569.4,0
22/02/15 06:00,4,20041,0
22/02/15 07:00,1,9543.9,0
22/02/15 07:00,2,34841.3,0
22/02/15 07:00,3,11603.4,0
22/02/15 07:00,4,42871,0
22/02/15 08:00,1,22583.2,0
22/02/15 08:00,2,17743.7,0
22/02/15 08:00,3,11188.5,0
22/02/15 08:00,4,32884.2,0
22/02/15 09:00,1,42538,0
22/02/15 09:00,2,23557.9,0
22/02/15 09:00,3,22251.8,0
22/02/15 09:00,4,24212.9,0
22/02/15 10:00,1,3676.98,0
22/02/15 10:00,2,30209.6,0
22/02/15 10:00,3,21440.2,0
22/02/15 10:00,4,35237.6,0
22/02/15 11:00,1,30618.5,0
22/02/15 11:00,2,18363.8,0
22/02/15 11:00,3,35298.1,0
22/02/15 11:00,4,22101.9,0
22/02/15 12:00,1,33262.4,0
22/02/15 12:00,2,34076.2,0
22/02/15 12:00,3,5256.63,0
22/02/15 12:00,4,16899.1,0
22/02/15 13:00,1,12822.6,0
22/02/15 13:00,2,9727.18,0
22/02/15 13:00,3,39890.8,0
22/02/15 13:00,4,36267,0
22/02/15 14:00,1,30166.5,0
22/02/15 14:00,2,6979.68,0
22/02/15 14:00,3,23421.1,0
22/02/15 14:00,4,21583.9,0
22/02/15 15:00,1,28263.3,0
22/02/15 15:00,2,2119.65,0
22/02/15 15:00,3,83.5083,0
22/02/15 15:00,4,40741.3,0
22/02/15 16:00,1,7806.61,0
22/02/15 16:00,2,20405.9,0
22/02/15 16:00,3,5545.48,0
22/02/15 16:00,4,21484.6,0
22/02/15 17:00,1,22804.7,0
22/02/15 17:00,2,25038.1,0
22/02/15 17:00,3,18713.2,0
22/02/15 17:00,4,41536.2,0
22/02/15 18:00,1,19431.9,0
22/02/15 18:00,2,34371.9,0
22/02/15 18:00,3,4993.92,0
22/02/15 18:00,4,37480.8,0
22/02/15 19:00,1,35115.9,0
22/02/15 19:00,2,41176,0
22/02/15 19:00,3,12365,0
22/02/15 19:00,4,37661.7,0
22/02/15 20:00,1,19868.4,0
22/02/15 20:00,2,550.738,0
22/02/15 20:00,3,18191.6,0
22/02/15 20:00,4,34648.5,0
22/02/15 21:00,1,18507.5,0
22/02/15 21:00,2,26427.1,0
22/02/15 21:00,3,19606.4,0
22/02/15 21:00,4,18718.8,0
22/02/15 22:00,1,1027.02,0
22/02/15 22:00,2,24712,0
22/02/15 22:00,3,36999.5,0
22/02/15 22:00,4,871.143,0
22/02/15 23:00,1,24744.9,0
22/02/15 23:00,2,16936.4,0
22/02/15 23:00,3,11136.8,0
22/02/15 23:00,4,19881,0
23/02/15 00:00,1,26301.4,0
23/02/15 00:00,2,11067.8,0
23/02/15 00:00,3,39939.1,0
23/02/15 00:00,4,16788.2,0
23/02/15 01:00,1,20149.9,0
23/02/15 01:00,2,36807.6,0
23/02/15 01:00,3,25055.4,0
23/02/15 01:00,4,23867,0
23/02/15 02:00,1,17287.3,0
23/02/15 02:00,2,41389.7,0
23/02/15 02:00,3,30700.4,0
23/02/15 02:00,4,1731.73,0
23/02/15 03:00,1,18260.9,0
23/02/15 03:00,2,25638.2,0
23/02/15 03:00,3,14212.5,0
23/02/15 03:00,4,32847.9,0
23/02/15 04:00,1,19573.1,0
23/02/15 04:00,2,28719,0
23/02/15 04:00,3,36683.3,0
23/02/15 04:00,4,7229.04,0
23/02/15 05:00,1,35741.9,0
23/02/15 05:00,2,14269.7,0
23/02/15 05:00,3,10724.7,0
23/02/15 05:00,4,13519.5,0
23/02/15 06:00,1,30491.3,0
23/02/15 06:00,2,12653.5,0
23/02/15 06:00,3,2467.83,0
23/02/15 06:00,4,20010.6,0
23/02/15 07:00,1,42910.1,0
23/02/15 07:00,2,26090.2,0
23/02/15 07:00,3,36266.2,0
23/02/15 07:00,4,826.945,0
23/02/15 08:00,1,25473.3,0
23/02/15 08:00,2,38235.6,0
23/02/15 08:00,3,22602.9,0
23/02/15 08:00,4,7415.67,0
23/02/15 09:00,1,11902.4,0
23/02/15 09:00,2,19217.8,0
23/02/15 09:00,3,17158.9,0
23/02/15 09:00,4,4606.2,0
23/02/15 10:00,1,39836,0
23/02/15 10:00,2,21018.1,0
23/02/15 10:00,3,36694.8,0
23/02/15 10:00,4,20776.8,0
23/02/15 11:00,1,5517.63,0
23/02/15 11:00,2,11634.5,0
23/02/15 11:00,3,27374.4,0
23/02/15 11:00,4,9705.42,0
23/02/15 12:00,1,4008.85,0
23/02/15 12:00,2,31893.1,0
23/02/15 12:00,3,18062.7,0
23/02/15 12:00,4,40361.7,0
23/02/15 13:00,1,26509.5,0
23/02/15 13:00,2,28811.5,0
23/02/15 13:00,3,10921.3,0
23/02/15 13:00,4,35279.1,0
23/02/15 14:00,1,38103.7,0
23/02/15 14:00,2,2681.92,0
23/02/15 14:00,3,1990.64,0
23/02/15 14:00,4,6399.98,0
23/02/15 15:00,1,12938.9,0
23/02/15 15:00,2,6401.69,0
23/02/15 15:00,3,25430,0
23/02/15 15:00,4,18836,0
23/02/15 16:00,1,31754.7,0
23/02/15 16:00,2,11595.5,0
23/02/15 16:00,3,35756.7,0
23/02/15 16:00,4,42585.7,0
23/02/15 17:00,1,14443.6,0
23/02/15 17:00,2,33851.1,0
23/02/15 17:00,3,21010.3,0
23/02/15 17:00,4,38308.9,0
23/02/15 18:00,1,31585.2,0
23/02/15 18:00,2,23414.3,0
23/02/15 18:00,3,34436.3,0
23/02/15 18:00,4,1001.38,0
23/02/15 19:00,1,40629.7,0
23/02/15 19:00,2,11362.8,0
23/02/15 19:00,3,35700.5,0
23/02/15 19:00,4,17843.2,0
23/02/15 20:00,1,15250.9,0
23/02/15 20:00,2,5164.86,0
23/02/15 20:00,3,24786.2,0
23/02/15 20:00,4,29360,0
23/02/15 21:00,1,9998.79,0
23/02/15 21:00,2,38816.8,0
23/02/15 21:00,3,20783.8,0
23/02/15 21:00,4,10704.9,0
23/02/15 22:00,1,9769.45,0
23/02/15 22:00,2,3840.48,0
23/02/15 22:00,3,17.012,0
23/02/15 22:00,4,25053,0
23/02/15 23:00,1,9731.17,0
23/02/15 23:00,2,24265.8,0
23/02/15 23:00,3,28017.8,0
23/02/15 23:00,4,36065.8,0
24/02/15 00:00,1,30275.7,0
24/02/15 00:00,2,26308.2,0
24/02/15 00:00,3,38890.7,0
24/02/15 00:00,4,19595.2,0
24/02/15 01:00,1,35897.8,0
24/02/15 01:00,2,28513.7,0
24/02/15 01:00,3,31091.1,0
24/02/15 01:00,4,25650.1,0
24/02/15 02:00,1,23030.1,0
24/02/15 02:00,2,4338.72,0
24/02/15 02:00,3,25967.5,0
24/02/15 02:00,4,10348.1,0
24/02/15 03:00,1,28592.6,0
24/02/15 03:00,2,40560.9,0
24/02/15 03:00,3,41762.6,0
24/02/15 03:00,4,8712.99,0
24/02/15 04:00,1,35341,0
24/02/15 04:00,2,1464.27,0
24/02/15 04:00,3,1437.03,0
24/02/15 04:00,4,29464,0
24/02/15 05:00,1,27598.5,0
24/02/15 05:00,2,6370.35,0
24/02/15 05:00,3,37987.1,0
24/02/15 05:00,4,8952.63,0
24/02/15 06:00,1,34504.4,0
24/02/15 06:00,2,21958.9,0
24/02/15 06:00,3,21626,0
24/02/15 06:00,4,33773.1,0
24/02/15 07:00,1,20649.3,0
24/02/15 07:00,2,16288,0
24/02/15 07:00,3,26060.7,0
24/02/15 07:00,4,2769.66,0
24/02/15 08:00,1,38847.3,0
24/02/15 08:00,2,25942.4,0
24/02/15 08:00,3,42820.8,0
24/02/15 08:00,4,6363.65,0
24/02/15 09:00,1,36858.9,0
24/02/15 09:00,2,2716.76,0
24/02/15 09:00,3,20703.3,0
24/02/15 09:00,4,10083.1,0
24/02/15 10:00,1,7096.18,0
24/02/15 10:00,2,32885,0
24/02/15 10:00,3,7976.11,0
24/02/15 10:00,4,5457.65,0
24/02/15 11:00,1,17845.6,0
24/02/15 11:00,2,42018.2,0
24/02/15 11:00,3,8165.76,0
24/02/15 11:00,4,12947.1,0
24/02/15 12:00,1,17503.7,0
24/02/15 12:00,2,29933.9,0
24/02/15 12:00,3,40414.9,0
24/02/15 12:00,4,25077.4,0
24/02/15 13:00,1,160.635,0
24/02/15 13:00,2,18781.4,0
24/02/15 13:00,3,7196.37,0
24/02/15 13:00,4,16348.9,0
24/02/15 14:00,1,17317.5,0
24/02/15 14:00,2,1541.76,0
24/02/15 14:00,3,30695,0
24/02/15 14:00,4,41982.7,0
24/02/15 15:00,1,26940,0
24/02/15 15:00,2,32059.8,0
24/02/15 15:00,3,3041.08,0
24/02/15 15:00,4,6286.22,0
24/02/15 16:00,1,12403.9,0
24/02/15 16:00,2,36914.6,0
24/02/15 16:00,3,39223.9,0
24/02/15 16:00,4,42241.6,0
24/02/15 17:00,1,36164.2,0
24/02/15 17:00,2,26292.7,0
24/02/15 17:00,3,30689.6,0
24/02/15 17:00,4,15869.3,0
24/02/15 18:00,1,17139,0
24/02/15 18:00,2,38480.1,0
24/02/15 18:00,3,15338.4,0
24/02/15 18:00,4,7242.64,0
24/02/15 19:00,1,163.049,0
24/02/15 19:00,2,22041,0
24/02/15 19:00,3,15223.4,0
24/02/15 19:00,4,37735.8,0
24/02/15 20:00,1,20645.7,0
24/02/15 20:00,2,29508.4,0
24/02/15 20:00,3,22349.6,0
24/02/15 20:00,4,7552.03,0
24/02/15 21:00,1,4253.81,0
24/02/15 21:00,2,18693.5,0
24/02/15 21:00,3,29933.5,0
24/02/15 21:00,4,18614.5,0
24/02/15 22:00,1,23860.1,0
24/02/15 22:00,2,3700.96,0
24/02/15 22:00,3,23992.5,0
24/02/15 22:00,4,28009.2,0
24/02/15 23:00,1,28510.4,0
24/02/15 23:00,2,30926.1,0
24/02/15 23:00,3,14656.7,0
24/02/15 23:00,4,21047.8,0
25/02/15 00:00,1,18976.7,0
25/02/15 00:00,2,30877.2,0
25/02/15 00:00,3,15520.2,0
25/02/15 00:00,4,17032.4,0
25/02/15 01:00,1,42278.3,0
25/02/15 01:00,2,24670.4,0
25/02/15 01:00,3,15320.8,0
25/02/15 01:00,4,35637.9,0
25/02/15 02:00,1,31202.1,0
25/02/15 02:00,2,19043.5,0
25/02/15 02:00,3,22564.9,0
25/02/15 02:00,4,8432.09,0
25/02/15 03:00,1,40536.4,0
25/02/15 03:00,2,10945.1,0
25/02/15 03:00,3,33147.6,0
25/02/15 03:00,4,11267.6,0
25/02/15 04:00,1,16926.7,0
25/02/15 04:00,2,36564.5,0
25/02/15 04:00,3,40173.9,0
25/02/15 04:00,4,9346.13,0
25/02/15 05:00,1,42679.2,0
25/02/15 05:00,2,37873.9,0
25/02/15 05:00,3,35479,0
25/02/15 05:00,4,33218.6,0
25/02/15 06:00,1,14319.8,0
25/02/15 06:00,2,3976.03,0
25/02/15 06:00,3,11888.2,0
25/02/15 06:00,4,31642.8,0
25/02/15 07:00,1,16811.7,0
25/02/15 07:00,2,35327.6,0
25/02/15 07:00,3,35414.1,0
25/02/15 07:00,4,1597.41,0
25/02/15 08:00,1,18746.4,0
25/02/15 08:00,2,34144.2,0
25/02/15 08:00,3,7528.41,0
25/02/15 08:00,4,3263.83,0
25/02/15 09:00,1,33076.5,0
25/02/15 09:00,2,30144,0
25/02/15 09:00,3,39061.1,0
25/02/15 09:00,4,4686.38,0
25/02/15 10:00,1,30239,0
25/02/15 10:00,2,7739.81,0
25/02/15 10:00,3,30160.9,0
25/02/15 10:00,4,16717.1,0
25/02/15 11:00,1,19154,0
25/02/15 11:00,2,4609.57,0
25/02/15 11:00,3,6758.71,0
25/02/15 11:00,4,17749.6,0
25/02/15 12:00,1,5876.59,0
25/02/15 12:00,2,17923.6,0
25/02/15 12:00,3,28766,0
25/02/15 12:00,4,14990.7,0
25/02/15 13:00,1,25168.2,0
25/02/15 13:00,2,41363.6,0
25/02/15 13:00,3,13279.7,0
25/02/15 13:00,4,39176.5,0
25/02/15 14:00,1,38759.9,0
25/02/15 14:00,2,23301.2,0
25/02/15 14:00,3,36369.6,0
25/02/15 14:00,4,8141.34,0
25/02/15 15:00,1,37478.1,0
25/02/15 15:00,2,27500.3,0
25/02/15 15:00,3,13159.6,0
25/02/15 15:00,4,16845.7,0
25/02/15 16:00,1,19648.1,0
25/02/15 16:00,2,12147.7,0
25/02/15 16:00,3,8604.94,0
25/02/15 16:00,4,32048.4,0
25/02/15 17:00,1,36011.3,0
25/02/15 17:00,2,26252.3,0
25/02/15 17:00,3,2107.94,0
25/02/15 17:00,4,27811,0
